t,VA,VB,VC,IA,IB,IC   
 0.000000e+000, 7.757211e-001,-3.883914e-001,-3.863626e-001, 3.010142e-003,-1.334575e-002, 1.036099e-002
 6.410000e-007, 7.757205e-001,-3.882285e-001,-3.865253e-001, 3.013437e-003,-1.334677e-002, 1.035873e-002
 1.282000e-006, 7.757199e-001,-3.880657e-001,-3.866881e-001, 3.016731e-003,-1.334780e-002, 1.035646e-002
 1.923000e-006, 7.757192e-001,-3.879028e-001,-3.868508e-001, 3.020025e-003,-1.334883e-002, 1.035419e-002
 2.564000e-006, 7.757184e-001,-3.877399e-001,-3.870135e-001, 3.023319e-003,-1.334985e-002, 1.035192e-002
 3.205000e-006, 7.757176e-001,-3.875770e-001,-3.871761e-001, 3.026613e-003,-1.335087e-002, 1.034965e-002
 3.846000e-006, 7.757168e-001,-3.874140e-001,-3.873388e-001, 3.029906e-003,-1.335190e-002, 1.034738e-002
 4.487000e-006, 7.757159e-001,-3.872511e-001,-3.875014e-001, 3.033200e-003,-1.335292e-002, 1.034512e-002
 5.128000e-006, 7.757149e-001,-3.870881e-001,-3.876640e-001, 3.036493e-003,-1.335394e-002, 1.034284e-002
 5.769000e-006, 7.757140e-001,-3.869251e-001,-3.878266e-001, 3.039786e-003,-1.335496e-002, 1.034057e-002
 6.410000e-006, 7.757130e-001,-3.867620e-001,-3.879891e-001, 3.043079e-003,-1.335598e-002, 1.033830e-002
 7.051000e-006, 7.757119e-001,-3.865990e-001,-3.881516e-001, 3.046372e-003,-1.335700e-002, 1.033603e-002
 7.692000e-006, 7.757108e-001,-3.864359e-001,-3.883142e-001, 3.049664e-003,-1.335802e-002, 1.033375e-002
 8.333000e-006, 7.757096e-001,-3.862728e-001,-3.884766e-001, 3.052956e-003,-1.335904e-002, 1.033148e-002
 8.974000e-006, 7.757084e-001,-3.861097e-001,-3.886391e-001, 3.056249e-003,-1.336005e-002, 1.032921e-002
 9.615000e-006, 7.757071e-001,-3.859465e-001,-3.888015e-001, 3.059540e-003,-1.336107e-002, 1.032693e-002
 1.025600e-005, 7.757059e-001,-3.857833e-001,-3.889640e-001, 3.062832e-003,-1.336208e-002, 1.032466e-002
 1.089700e-005, 7.757045e-001,-3.856201e-001,-3.891264e-001, 3.066124e-003,-1.336310e-002, 1.032238e-002
 1.153800e-005, 7.757031e-001,-3.854569e-001,-3.892887e-001, 3.069415e-003,-1.336411e-002, 1.032010e-002
 1.217900e-005, 7.757017e-001,-3.852937e-001,-3.894511e-001, 3.072707e-003,-1.336512e-002, 1.031782e-002
 1.282000e-005, 7.757002e-001,-3.851304e-001,-3.896134e-001, 3.075998e-003,-1.336614e-002, 1.031555e-002
 1.346100e-005, 7.756987e-001,-3.849671e-001,-3.897757e-001, 3.079289e-003,-1.336715e-002, 1.031327e-002
 1.410200e-005, 7.756971e-001,-3.848038e-001,-3.899380e-001, 3.082579e-003,-1.336816e-002, 1.031099e-002
 1.474300e-005, 7.756955e-001,-3.846405e-001,-3.901002e-001, 3.085870e-003,-1.336917e-002, 1.030871e-002
 1.538400e-005, 7.756938e-001,-3.844772e-001,-3.902625e-001, 3.089160e-003,-1.337018e-002, 1.030643e-002
 1.602500e-005, 7.756922e-001,-3.843138e-001,-3.904247e-001, 3.092450e-003,-1.337118e-002, 1.030415e-002
 1.666600e-005, 7.756904e-001,-3.841504e-001,-3.905869e-001, 3.095740e-003,-1.337219e-002, 1.030186e-002
 1.730700e-005, 7.756886e-001,-3.839870e-001,-3.907490e-001, 3.099030e-003,-1.337320e-002, 1.029958e-002
 1.794800e-005, 7.756867e-001,-3.838235e-001,-3.909112e-001, 3.102320e-003,-1.337420e-002, 1.029730e-002
 1.858900e-005, 7.756849e-001,-3.836601e-001,-3.910733e-001, 3.105609e-003,-1.337521e-002, 1.029502e-002
 1.923000e-005, 7.756829e-001,-3.834966e-001,-3.912354e-001, 3.108898e-003,-1.337621e-002, 1.029273e-002
 1.987100e-005, 7.756810e-001,-3.833331e-001,-3.913975e-001, 3.112188e-003,-1.337722e-002, 1.029045e-002
 2.051200e-005, 7.756789e-001,-3.831695e-001,-3.915595e-001, 3.115476e-003,-1.337822e-002, 1.028816e-002
 2.115300e-005, 7.756769e-001,-3.830060e-001,-3.917216e-001, 3.118765e-003,-1.337922e-002, 1.028588e-002
 2.179400e-005, 7.756748e-001,-3.828424e-001,-3.918836e-001, 3.122054e-003,-1.338022e-002, 1.028359e-002
 2.243500e-005, 7.756726e-001,-3.826788e-001,-3.920456e-001, 3.125342e-003,-1.338122e-002, 1.028130e-002
 2.307600e-005, 7.756704e-001,-3.825152e-001,-3.922075e-001, 3.128630e-003,-1.338222e-002, 1.027901e-002
 2.371700e-005, 7.756681e-001,-3.823515e-001,-3.923694e-001, 3.131918e-003,-1.338322e-002, 1.027673e-002
